sentiment,review
2,"The sitting room was perfect, and the sofa was very comfortable, but the decor style was old."
2,"The airplane is right on your door, lovely fresh continental lunch and decent cider except for lemon pancakes."
1,The reservation manager was great; our only problem was that the cold bottle of water maker was not working when we arrived.
2,"The living room was perfect, and the heated bathroom was very comfortable, but the hotel style was old."
2,The city bus are right on your door; lovely fresh continental dinner and decent milk except for the salad.
1,The reservation manager was great; our only problem was that the fold-out couch was not working when we arrived.
2,"An excellent view, courteous staff, fantastic location, except for the hidden entrance."
1,We can use the pool whenever but the service price is high.
2,"There is excellent decor, a courteous concierge, fantastic place, except for the hidden lobby."
1,We can use the pool whenever but the equipment is not good.
1,"There weren't any special programs for kids, but we saw other families there; a nice-sized Queen room gave us everything we needed."
2,"The rooms were comfortable, a little tight at the bathtub foot but not like some complaints described, and the amenities were appreciated, energy-efficient rooms."
1,"Lovely bathrooms (although they need a hand towel holder), but really comfortable."
1,"Great room, uncomfortable bed!"
2,"Great location, just one block's walk from 72nd subway, then 5 minute's ride to Times Square and anywhere you want to go from there!"
2,"We had a suite on the 24th floor with great views of the San Remo design and Central Park, but the design sways ALOT in windy weather, which was very weird at first!"
2,"There is an excellent view, a courteous elevator operator, fantastic  location, except for the hidden bar."
1,We can use the mini bar whenever but the cocktails are not good.
2,"Lovely little hotel with great library views, VERY spacious with a HUGE bathroom!"
1,"The complimentary juices and sweets were a plus, my only complaint was the doorman or the cab service, hopefully, this will be addressed before our next visit!"
2,"The suite was very quiet, the suite has a sleek modern design, and was spacious for NYC standards, I did not love the bathroom."
1,Being able to get a cold bottle of water at all times was great but it was not good with no sweets in the rooms.
1,"I also loved the overall design of the hotel, the heated bathroom is not particularly comfortable or inviting."
2,"The waiter was young and not as experienced, easy to find the airplane and city bus, lovely pop-up stores, and wonderful ice skating for the holidays."
0,"There are a few problems that I believe can be corrected easily: one is the lack of proper lighting in the room, the architect and designers clearly were not thinking of women when they designed the rooms."
0,"Also, the dishwasher is quite big but has no snacks, there is no drawer space in the room, and the other problem is that the beds were not very comfortable."
2,"Not only is the property in a great location, but the rooms are wonderfully design, but not well bed, and a great job in terms of customer service."
2,"We also loved the mini fridge, as well as the lounge; the only drawback is that the Internet is painstakingly slow, which is the reason for the 4 stars."
2,"The waiter was always ready to serve and yet laid-back and friendly, the perfect area on Fifth Avenue but the city bus were not easily to most of the sights we wanted to see."
0,"The rooms and bedroom were modern and beautiful, but there is no mini-bar, no complimentary espresso maker, and no juices."
2,"We loved the no complimentary apple cider in the evening, it was such a great stay and a beautiful hotel and we will be back!"
2,"Just had four wonderful nights at this hotel; the doormen and the reservation manager are all great people, but the bathtub is not comfortable."
2,"The mini bar on the ground floor has great with the best food, and try the local Beer."
1,"Unfortunately, the mini bar on the second floor is a good design but needs to take some lessons on how it's managed as service was awful and the waiter only became busy and helpful when you asked for the bill - obviously wanting a tip!"
